@relation R_data_frame

@attribute Primary.Type {ARSON,ASSAULT,BATTERY,BURGLARY,'CONCEALED CARRY LICENSE VIOLATION','CRIM SEXUAL ASSAULT','CRIMINAL DAMAGE','CRIMINAL TRESPASS','DECEPTIVE PRACTICE',GAMBLING,HOMICIDE,'INTERFERENCE WITH PUBLIC OFFICER',INTIMIDATION,KIDNAPPING,'LIQUOR LAW VIOLATION','MOTOR VEHICLE THEFT',NARCOTICS,NON-CRIMINAL,OBSCENITY,'OFFENSE INVOLVING CHILDREN','OTHER OFFENSE',PROSTITUTION,'PUBLIC PEACE VIOLATION',ROBBERY,'SEX OFFENSE',STALKING,THEFT,'WEAPONS VIOLATION'}
@attribute Location.Description {'','ABANDONED BUILDING',AIRCRAFT,'AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA','AIRPORT BUILDING NON-TERMINAL - SECURE AREA','AIRPORT EXTERIOR - NON-SECURE AREA','AIRPORT EXTERIOR - SECURE AREA','AIRPORT PARKING LOT','AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA','AIRPORT TERMINAL LOWER LEVEL - SECURE AREA','AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA','AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA','AIRPORT TERMINAL UPPER LEVEL - SECURE AREA','AIRPORT VENDING ESTABLISHMENT',ALLEY,'ANIMAL HOSPITAL',APARTMENT,'APPLIANCE STORE','ATHLETIC CLUB','ATM (AUTOMATIC TELLER MACHINE)',AUTO,'AUTO / BOAT / RV DEALERSHIP',BANK,'BAR OR TAVERN',BARBERSHOP,'BOWLING ALLEY',BRIDGE,'CAR WASH','CHA APARTMENT','CHA HALLWAY/STAIRWELL/ELEVATOR','CHA PARKING LOT/GROUNDS','CHURCH/SYNAGOGUE/PLACE OF WORSHIP','CLEANING STORE','COLLEGE/UNIVERSITY GROUNDS','COLLEGE/UNIVERSITY RESIDENCE HALL','COMMERCIAL / BUSINESS OFFICE','CONSTRUCTION SITE','CONVENIENCE STORE','CTA BUS','CTA BUS STOP','CTA GARAGE / OTHER PROPERTY','CTA PLATFORM','CTA PROPERTY','CTA STATION','CTA TRAIN','CURRENCY EXCHANGE','DAY CARE CENTER','DEPARTMENT STORE','DRIVEWAY - RESIDENTIAL','DRUG STORE','FACTORY/MANUFACTURING BUILDING','FEDERAL BUILDING','FOREST PRESERVE','GAS STATION','GOVERNMENT BUILDING/PROPERTY','GROCERY FOOD STORE','HOSPITAL BUILDING/GROUNDS',HOTEL/MOTEL,HOUSE,LIBRARY,'MEDICAL/DENTAL OFFICE','MOVIE HOUSE/THEATER',NEWSSTAND,'NURSING HOME/RETIREMENT HOME',OTHER,'OTHER COMMERCIAL TRANSPORTATION','OTHER RAILROAD PROP / TRAIN DEPOT','PARK PROPERTY','PARKING LOT','PARKING LOT/GARAGE(NON.RESID.)','PAWN SHOP','POLICE FACILITY/VEH PARKING LOT','POOL ROOM',RESIDENCE,RESIDENCE-GARAGE,'RESIDENCE PORCH/HALLWAY','RESIDENTIAL YARD (FRONT/BACK)',RESTAURANT,'SAVINGS AND LOAN','SCHOOL, PRIVATE, BUILDING','SCHOOL, PRIVATE, GROUNDS','SCHOOL, PUBLIC, BUILDING','SCHOOL, PUBLIC, GROUNDS',SIDEWALK,'SMALL RETAIL STORE','SPORTS ARENA/STADIUM',STREET,'TAVERN/LIQUOR STORE',TAXICAB,'VACANT LOT/LAND',VEHICLE-COMMERCIAL,'VEHICLE - DELIVERY TRUCK','VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)','VEHICLE NON-COMMERCIAL',WAREHOUSE}
@attribute Arrest {false,true}
@attribute Domestic {false,true}
@attribute Latitude numeric
@attribute Longitude numeric

@data
BURGLARY,'CONVENIENCE STORE',false,false,41.777874,-87.770777
BATTERY,'CTA BUS STOP',false,false,41.769075,-87.630166
THEFT,'CURRENCY EXCHANGE',false,false,41.758587,-87.605078
THEFT,'GAS STATION',false,false,41.924199,-87.749374
BATTERY,APARTMENT,true,true,41.760285,-87.612371
'MOTOR VEHICLE THEFT',STREET,false,false,41.87206,-87.687288
'MOTOR VEHICLE THEFT',STREET,false,false,41.840943,-87.641479
THEFT,'PARKING LOT/GARAGE(NON.RESID.)',false,false,41.930946,-87.788874
BATTERY,RESIDENCE,false,true,41.837885,-87.658051
'WEAPONS VIOLATION',STREET,true,false,41.768287,-87.686472
ROBBERY,ALLEY,false,false,41.9032,-87.75163
THEFT,'RESIDENCE PORCH/HALLWAY',false,false,42.015844,-87.693162
THEFT,'GROCERY FOOD STORE',true,false,41.755117,-87.663555
THEFT,STREET,false,false,41.764802,-87.576941
'WEAPONS VIOLATION',STREET,true,false,41.759739,-87.64462
ROBBERY,'PARK PROPERTY',false,false,41.793612,-87.615951
BATTERY,RESTAURANT,false,false,41.985814,-87.674678
NARCOTICS,STREET,true,false,41.725787,-87.599053
THEFT,'RESIDENCE PORCH/HALLWAY',false,false,42.000155,-87.698492
ASSAULT,'CHA PARKING LOT/GROUNDS',true,false,41.702756,-87.564182
'CRIMINAL DAMAGE',RESIDENCE,false,false,41.656739,-87.614944
BATTERY,APARTMENT,false,true,41.720735,-87.536499
'CRIMINAL TRESPASS',APARTMENT,false,false,41.877934,-87.729192
BATTERY,APARTMENT,false,false,41.938205,-87.707611
BATTERY,APARTMENT,false,false,41.78022,-87.688552
NARCOTICS,STREET,true,false,41.751046,-87.619119
'CRIMINAL DAMAGE',APARTMENT,false,false,41.908973,-87.692089
'CRIMINAL DAMAGE',STREET,false,false,41.775979,-87.725131
THEFT,SIDEWALK,false,false,41.881512,-87.630869
THEFT,RESIDENCE,false,false,41.755466,-87.557942
THEFT,RESIDENCE,false,false,41.938289,-87.712451
'MOTOR VEHICLE THEFT','GAS STATION',false,false,41.817156,-87.631228
THEFT,STREET,false,false,41.839811,-87.617142
ASSAULT,OTHER,false,true,41.874382,-87.641537
'CRIMINAL DAMAGE','GAS STATION',false,false,41.765651,-87.62491
THEFT,'GAS STATION',true,false,41.772686,-87.605758
'WEAPONS VIOLATION',SIDEWALK,true,false,41.890704,-87.706404
'OTHER OFFENSE',RESIDENCE,false,false,42.019809,-87.669492
THEFT,APARTMENT,false,false,41.911662,-87.772792
THEFT,STREET,false,false,41.767887,-87.650549
'CRIMINAL DAMAGE',RESIDENCE,false,false,41.941643,-87.706479
BATTERY,'RESIDENCE PORCH/HALLWAY',false,false,41.910829,-87.752693
'DECEPTIVE PRACTICE',STREET,false,false,41.752496,-87.707355
THEFT,'RESIDENTIAL YARD (FRONT/BACK)',false,false,41.992057,-87.710097
BATTERY,RESIDENCE,false,true,41.766196,-87.656571
'OTHER OFFENSE',RESIDENCE,false,false,41.879581,-87.711826
'MOTOR VEHICLE THEFT',ALLEY,false,false,41.88321,-87.634321
THEFT,ALLEY,true,false,41.969716,-87.706068
THEFT,STREET,false,false,41.926524,-87.634051
'MOTOR VEHICLE THEFT',STREET,false,false,41.756814,-87.67089
BATTERY,APARTMENT,false,false,41.931458,-87.752167
'DECEPTIVE PRACTICE',STREET,false,false,41.881718,-87.62776
'OTHER OFFENSE',RESTAURANT,false,false,41.809693,-87.592139
THEFT,'PARKING LOT/GARAGE(NON.RESID.)',false,false,41.707501,-87.560877
BATTERY,RESIDENCE,false,true,41.923238,-87.719399
'CRIMINAL DAMAGE',RESIDENCE,false,false,41.775271,-87.764747
THEFT,'SMALL RETAIL STORE',false,false,41.740919,-87.631968
'WEAPONS VIOLATION','RESIDENTIAL YARD (FRONT/BACK)',true,false,41.933248,-87.755146
'WEAPONS VIOLATION',STREET,true,false,41.750655,-87.643145
'DECEPTIVE PRACTICE',RESIDENCE,false,false,42.013054,-87.684984
BATTERY,'PARKING LOT/GARAGE(NON.RESID.)',true,false,41.751384,-87.55289
BATTERY,RESTAURANT,true,false,41.691609,-87.697511
THEFT,STREET,false,false,41.917806,-87.688988
THEFT,'SMALL RETAIL STORE',false,false,41.954615,-87.708036
'OTHER OFFENSE',RESIDENCE,false,false,41.801262,-87.603954
NARCOTICS,SIDEWALK,true,false,41.894633,-87.713848
THEFT,'SMALL RETAIL STORE',false,false,41.880367,-87.624353
THEFT,'SMALL RETAIL STORE',true,false,41.739266,-87.604894
'DECEPTIVE PRACTICE',STREET,false,false,42.001033,-87.665603
'MOTOR VEHICLE THEFT',OTHER,false,false,41.745304,-87.605071
THEFT,'ATHLETIC CLUB',false,false,41.937228,-87.644305
'DECEPTIVE PRACTICE','RESIDENCE PORCH/HALLWAY',true,false,41.969689,-87.706064
THEFT,'SMALL RETAIL STORE',false,false,41.817823,-87.723928
ROBBERY,OTHER,false,false,41.910948,-87.678344
NARCOTICS,SIDEWALK,true,false,41.892432,-87.711346
ASSAULT,RESIDENCE,false,true,41.917175,-87.786471
'DECEPTIVE PRACTICE',RESIDENCE,false,false,41.932928,-87.638413
ROBBERY,STREET,false,false,41.693426,-87.628918
'CRIMINAL DAMAGE',STREET,false,false,41.731034,-87.613754
BATTERY,APARTMENT,false,true,41.746845,-87.654462
'OTHER OFFENSE','GAS STATION',false,false,41.895421,-87.720539
NARCOTICS,SIDEWALK,true,false,41.760904,-87.644304
BATTERY,'NURSING HOME/RETIREMENT HOME',false,false,41.721395,-87.648612
BATTERY,RESIDENCE,false,true,41.746435,-87.624407
THEFT,'RESIDENTIAL YARD (FRONT/BACK)',false,false,41.858303,-87.715189
'DECEPTIVE PRACTICE',RESTAURANT,false,false,41.750658,-87.614956
'CRIMINAL DAMAGE',RESTAURANT,false,false,41.7512,-87.66346
BATTERY,APARTMENT,false,true,41.745157,-87.601375
'MOTOR VEHICLE THEFT',OTHER,false,false,41.924453,-87.729525
THEFT,SIDEWALK,false,false,41.794257,-87.620832
'MOTOR VEHICLE THEFT','PARKING LOT/GARAGE(NON.RESID.)',false,false,41.806866,-87.596782
'MOTOR VEHICLE THEFT',STREET,false,false,41.982314,-87.656578
'MOTOR VEHICLE THEFT',STREET,false,false,41.857594,-87.643553
THEFT,RESIDENCE,false,false,41.954667,-87.716612
'CRIMINAL DAMAGE',STREET,false,false,41.805077,-87.618046
THEFT,STREET,false,false,41.939988,-87.701518
THEFT,'SMALL RETAIL STORE',false,false,41.911187,-87.677481
THEFT,RESTAURANT,false,false,41.897895,-87.624097
THEFT,HOTEL/MOTEL,false,false,41.876396,-87.630734
'DECEPTIVE PRACTICE',RESIDENCE,false,false,41.883209,-87.764962
'CRIMINAL DAMAGE',STREET,false,false,41.778459,-87.681046
BURGLARY,RESTAURANT,false,false,41.822562,-87.694647
THEFT,RESTAURANT,false,false,41.879079,-87.624341
ASSAULT,'PARKING LOT/GARAGE(NON.RESID.)',false,false,41.748185,-87.653674
'CRIMINAL DAMAGE',OTHER,false,false,41.938381,-87.711241
THEFT,RESIDENCE,false,false,41.670053,-87.639245
'OTHER OFFENSE',RESIDENCE,false,false,41.892668,-87.61621
BATTERY,OTHER,false,false,41.893182,-87.634594
'OTHER OFFENSE',RESIDENCE,false,true,41.699422,-87.611111
BATTERY,STREET,false,false,41.765163,-87.624897
NARCOTICS,SIDEWALK,true,false,41.789549,-87.653542
BATTERY,RESIDENCE,false,true,41.770308,-87.618601
'CRIMINAL DAMAGE',RESIDENCE,false,false,41.686491,-87.637355
NARCOTICS,SIDEWALK,true,false,41.855003,-87.72417
NARCOTICS,SIDEWALK,true,false,41.858342,-87.724942
BATTERY,APARTMENT,false,true,41.912541,-87.710144
BATTERY,APARTMENT,true,true,41.723059,-87.606297
'INTERFERENCE WITH PUBLIC OFFICER',STREET,true,false,41.653084,-87.610783
ASSAULT,RESIDENCE,false,false,41.903126,-87.632183
'OTHER OFFENSE',RESIDENCE,false,false,41.918023,-87.708944
'DECEPTIVE PRACTICE',RESIDENCE,false,false,41.875763,-87.754299
THEFT,'GROCERY FOOD STORE',false,false,41.824676,-87.617013
THEFT,'GAS STATION',false,false,41.707726,-87.559655
'PUBLIC PEACE VIOLATION',RESTAURANT,false,false,41.850302,-87.623742
'MOTOR VEHICLE THEFT',RESIDENCE,false,false,41.757996,-87.581016
ASSAULT,OTHER,true,false,41.969389,-87.700489
BATTERY,'DAY CARE CENTER',false,false,41.918653,-87.648529
BATTERY,RESIDENCE,false,true,41.769897,-87.593671
ROBBERY,BANK,false,false,41.750859,-87.629785
NARCOTICS,'RESIDENTIAL YARD (FRONT/BACK)',false,false,41.691668,-87.624067
THEFT,'DEPARTMENT STORE',false,false,41.909712,-87.739268
'CRIMINAL DAMAGE',RESTAURANT,false,false,41.779076,-87.696134
BATTERY,RESIDENCE,false,true,41.832278,-87.611036
THEFT,STREET,false,false,41.910895,-87.719517
ASSAULT,APARTMENT,false,false,41.86157,-87.722603
BATTERY,RESIDENCE,false,true,41.84197,-87.700061
NARCOTICS,SIDEWALK,true,false,41.876077,-87.733554
THEFT,'GROCERY FOOD STORE',true,false,41.824676,-87.617013
NARCOTICS,STREET,true,false,41.800366,-87.739593
THEFT,STREET,false,true,41.793142,-87.684022
BATTERY,'BAR OR TAVERN',false,false,41.945845,-87.655424
ASSAULT,SIDEWALK,false,false,41.775265,-87.706745
'CRIMINAL DAMAGE','COMMERCIAL / BUSINESS OFFICE',false,false,41.779076,-87.696134
THEFT,APARTMENT,false,true,41.749267,-87.706045
'CRIMINAL TRESPASS','CONVENIENCE STORE',false,false,41.684847,-87.65954
THEFT,'SMALL RETAIL STORE',true,false,41.931583,-87.742747
NARCOTICS,SIDEWALK,true,false,41.855896,-87.724874
'CRIMINAL TRESPASS','RESIDENTIAL YARD (FRONT/BACK)',false,false,41.989205,-87.694492
THEFT,'PARKING LOT/GARAGE(NON.RESID.)',false,false,41.866811,-87.625817
'DECEPTIVE PRACTICE','DEPARTMENT STORE',false,false,41.897895,-87.624097
THEFT,'DRUG STORE',false,false,41.923976,-87.766294
'OTHER OFFENSE','PARKING LOT/GARAGE(NON.RESID.)',false,false,41.882526,-87.624384
BATTERY,APARTMENT,false,true,41.863849,-87.694563
'MOTOR VEHICLE THEFT',STREET,false,false,41.783869,-87.616636
'CRIMINAL TRESPASS','CHA PARKING LOT/GROUNDS',true,false,41.812417,-87.624545
BATTERY,RESIDENCE,false,true,41.8965,-87.69549
THEFT,STREET,false,false,41.765095,-87.592784
'CRIMINAL TRESPASS',APARTMENT,true,false,41.777893,-87.615566
BATTERY,'MEDICAL/DENTAL OFFICE',false,false,41.88175,-87.624356
BATTERY,SIDEWALK,false,false,41.733467,-87.636247
BATTERY,'CHA APARTMENT',true,true,41.898347,-87.641961
'OTHER OFFENSE',RESIDENCE,false,false,41.902988,-87.772967
'MOTOR VEHICLE THEFT',STREET,false,false,41.774389,-87.637421
BATTERY,RESIDENCE,false,true,41.776896,-87.670229
'CRIMINAL DAMAGE',STREET,false,false,41.793026,-87.696224
NARCOTICS,SIDEWALK,true,false,41.895421,-87.750717
BATTERY,STREET,true,false,41.899261,-87.699562
'CRIMINAL TRESPASS',RESIDENCE,true,false,41.703497,-87.625149
'WEAPONS VIOLATION',RESIDENCE,true,false,41.747332,-87.549172
'CRIMINAL DAMAGE',RESIDENCE,false,false,41.994501,-87.78287
BURGLARY,RESIDENCE-GARAGE,false,false,41.937775,-87.757642
'MOTOR VEHICLE THEFT',STREET,false,false,41.884934,-87.678099
THEFT,STREET,false,false,41.732117,-87.642289
THEFT,'RESIDENCE PORCH/HALLWAY',false,true,41.894282,-87.711401
ROBBERY,SIDEWALK,false,false,41.721006,-87.643203
THEFT,'SMALL RETAIL STORE',true,false,41.874947,-87.725472
ROBBERY,'GAS STATION',false,false,41.88214,-87.711045
'CRIMINAL DAMAGE',SIDEWALK,false,false,41.894239,-87.706517
BATTERY,HOTEL/MOTEL,false,true,41.721347,-87.652151
NARCOTICS,STREET,true,false,41.898862,-87.771615
'CRIMINAL DAMAGE',STREET,false,false,41.775241,-87.659247
ASSAULT,RESIDENCE,false,false,41.722084,-87.551069
THEFT,'PARKING LOT/GARAGE(NON.RESID.)',false,false,41.883208,-87.634457
'CRIMINAL DAMAGE',STREET,false,false,41.894533,-87.726057
'MOTOR VEHICLE THEFT',STREET,false,false,41.902957,-87.693071
'CRIMINAL DAMAGE','RESIDENTIAL YARD (FRONT/BACK)',false,false,41.686655,-87.613194
BATTERY,STREET,false,false,41.877106,-87.724239
'OTHER OFFENSE',OTHER,false,true,41.817394,-87.60672
THEFT,'PARKING LOT/GARAGE(NON.RESID.)',false,false,41.884464,-87.636
THEFT,RESIDENCE,false,false,41.879287,-87.692911
'CRIMINAL DAMAGE',RESIDENCE-GARAGE,false,false,41.7383,-87.558738
'CRIMINAL DAMAGE',STREET,false,false,41.691856,-87.538342
'CRIMINAL DAMAGE',STREET,false,false,41.810239,-87.622864
NARCOTICS,RESIDENCE,true,false,41.764792,-87.675228
THEFT,APARTMENT,false,false,41.778681,-87.637499
BATTERY,APARTMENT,false,true,41.865202,-87.73371
BATTERY,RESIDENCE,false,true,41.760607,-87.651572
BATTERY,'VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)',false,false,41.793106,-87.734533
ASSAULT,'RESIDENCE PORCH/HALLWAY',false,false,41.98004,-87.655801
BATTERY,APARTMENT,false,false,41.654659,-87.54715
ASSAULT,APARTMENT,false,true,41.754247,-87.555552
BATTERY,RESIDENCE,false,true,41.750066,-87.554877
ROBBERY,'GAS STATION',false,false,41.779945,-87.69342
NARCOTICS,STREET,true,false,41.811205,-87.74845
BURGLARY,OTHER,false,false,41.823417,-87.689043
'MOTOR VEHICLE THEFT',STREET,false,false,41.968546,-87.696901
NARCOTICS,STREET,true,false,41.928878,-87.763704
'CRIMINAL DAMAGE','RESIDENTIAL YARD (FRONT/BACK)',false,false,41.761475,-87.613956
NARCOTICS,STREET,true,false,41.87494,-87.747851
THEFT,'VEHICLE NON-COMMERCIAL',false,false,41.877167,-87.71919
THEFT,'SMALL RETAIL STORE',false,false,41.953436,-87.746273
THEFT,OTHER,false,false,41.911183,-87.673822
ASSAULT,APARTMENT,true,false,41.872682,-87.714015
ROBBERY,STREET,false,false,41.858719,-87.73557
'OTHER OFFENSE',APARTMENT,false,true,41.760285,-87.612371
BURGLARY,RESIDENCE-GARAGE,false,false,41.921333,-87.743793
ASSAULT,STREET,false,false,41.910226,-87.696287
THEFT,HOTEL/MOTEL,false,false,41.899193,-87.625331
ASSAULT,'COMMERCIAL / BUSINESS OFFICE',true,false,41.784755,-87.588143
'MOTOR VEHICLE THEFT',STREET,false,false,41.933749,-87.756509
THEFT,'SPORTS ARENA/STADIUM',false,false,41.837865,-87.725595
THEFT,'DEPARTMENT STORE',false,false,41.900776,-87.626621
ASSAULT,'CONVENIENCE STORE',false,false,41.939262,-87.713357
'DECEPTIVE PRACTICE',RESIDENCE,false,false,41.893377,-87.621734
BATTERY,OTHER,false,false,41.851641,-87.716773
'WEAPONS VIOLATION',ALLEY,true,false,41.90267,-87.629947
THEFT,STREET,false,false,41.83601,-87.719448
THEFT,STREET,false,false,41.978408,-87.711179
BATTERY,APARTMENT,false,true,41.803124,-87.622678
BATTERY,APARTMENT,false,false,41.809297,-87.591967
'CRIMINAL DAMAGE',STREET,false,false,41.887621,-87.618801
'PUBLIC PEACE VIOLATION',APARTMENT,false,false,41.799766,-87.620973
BATTERY,RESIDENCE,false,true,41.695171,-87.636423
THEFT,STREET,false,false,41.750837,-87.560156
BURGLARY,RESTAURANT,false,false,41.903177,-87.678041
THEFT,'DRIVEWAY - RESIDENTIAL',false,false,41.963145,-87.688005
ROBBERY,SIDEWALK,false,false,41.910896,-87.719576
THEFT,APARTMENT,false,false,41.728525,-87.662238
ROBBERY,SIDEWALK,false,false,41.668054,-87.63557
BURGLARY,'RESIDENTIAL YARD (FRONT/BACK)',false,false,41.949942,-87.653197
BATTERY,RESIDENCE,false,true,41.750756,-87.57353
ASSAULT,RESTAURANT,false,true,41.90379,-87.638494
THEFT,STREET,true,false,41.969445,-87.798894
'CRIMINAL DAMAGE',RESIDENCE-GARAGE,false,true,41.673745,-87.630948
ROBBERY,STREET,false,false,41.908624,-87.630128
THEFT,'RESIDENTIAL YARD (FRONT/BACK)',false,false,41.98836,-87.656761
'OTHER OFFENSE',RESIDENCE,false,true,41.887481,-87.645373
ROBBERY,SIDEWALK,true,false,41.752689,-87.723339
BATTERY,'RESIDENCE PORCH/HALLWAY',false,true,41.771272,-87.661565
ROBBERY,SIDEWALK,false,true,41.863889,-87.725106
BATTERY,APARTMENT,false,true,41.759313,-87.641825
BATTERY,RESIDENCE,false,false,41.785893,-87.655876
'CRIMINAL DAMAGE',APARTMENT,false,false,41.772597,-87.703618
THEFT,'RESIDENTIAL YARD (FRONT/BACK)',false,false,41.97423,-87.686672
BATTERY,RESIDENCE,false,true,41.965144,-87.758384
BATTERY,RESIDENCE,false,false,41.857613,-87.680232
BATTERY,APARTMENT,false,false,41.769418,-87.569856
BATTERY,APARTMENT,false,true,41.780946,-87.621995
ASSAULT,STREET,false,false,41.760577,-87.684354
BATTERY,RESIDENCE,true,true,41.770492,-87.608155
'OTHER OFFENSE',RESIDENCE,true,true,41.720278,-87.548285
ASSAULT,STREET,false,true,41.899529,-87.720107
'OFFENSE INVOLVING CHILDREN','POLICE FACILITY/VEH PARKING LOT',false,false,41.751928,-87.644077
'CRIMINAL DAMAGE','VEHICLE NON-COMMERCIAL',true,false,41.746011,-87.643906
'MOTOR VEHICLE THEFT',STREET,false,false,41.870737,-87.723848
'DECEPTIVE PRACTICE','RESIDENTIAL YARD (FRONT/BACK)',false,false,41.993571,-87.679907
ROBBERY,STREET,false,false,41.991924,-87.677448
BATTERY,APARTMENT,false,false,41.877756,-87.720642
ROBBERY,STREET,false,false,41.74729,-87.594176
'MOTOR VEHICLE THEFT',STREET,false,false,41.768464,-87.62177
BATTERY,RESIDENCE,false,false,41.763305,-87.559871
'MOTOR VEHICLE THEFT',STREET,false,false,41.742131,-87.563657
THEFT,RESIDENCE,false,false,41.767523,-87.674709
BATTERY,RESIDENCE,false,true,41.778692,-87.654478
BATTERY,RESIDENCE,false,true,41.867141,-87.647691
'CRIMINAL DAMAGE',RESIDENCE,false,false,41.769404,-87.637259
'OTHER OFFENSE',STREET,false,true,41.702294,-87.628151
ASSAULT,APARTMENT,false,false,41.883106,-87.771889
ROBBERY,SIDEWALK,false,false,41.896338,-87.745841
INTIMIDATION,OTHER,false,false,41.943314,-87.752949
THEFT,STREET,false,false,41.899567,-87.699269
'CRIMINAL DAMAGE',RESIDENCE,false,false,41.885694,-87.751
'WEAPONS VIOLATION',RESIDENCE,true,false,41.877882,-87.733544
'CRIMINAL DAMAGE',APARTMENT,false,false,41.88313,-87.761639
ASSAULT,RESIDENCE,false,false,41.74801,-87.642745
THEFT,'DEPARTMENT STORE',true,false,41.74271,-87.634088
ASSAULT,APARTMENT,false,false,41.763293,-87.58966
ROBBERY,STREET,true,false,41.908261,-87.774354
'CRIMINAL DAMAGE',RESIDENCE,false,false,41.858878,-87.65507
BATTERY,SIDEWALK,false,false,41.712031,-87.630839
ROBBERY,RESTAURANT,false,false,41.865574,-87.765944
ASSAULT,'RESIDENTIAL YARD (FRONT/BACK)',false,false,41.711995,-87.630836
'DECEPTIVE PRACTICE','BAR OR TAVERN',false,false,42.00283,-87.660794
'DECEPTIVE PRACTICE',TAXICAB,false,false,41.77825,-87.77518
THEFT,'CONVENIENCE STORE',false,false,41.961232,-87.701217
BURGLARY,APARTMENT,false,false,41.803831,-87.655122
'OTHER OFFENSE',STREET,false,true,41.795197,-87.586504
'CRIMINAL TRESPASS','GAS STATION',true,false,41.874851,-87.735273
ASSAULT,RESTAURANT,true,false,41.750422,-87.658891
THEFT,OTHER,false,false,41.874947,-87.642441
THEFT,STREET,false,false,41.652863,-87.614017
THEFT,STREET,false,false,41.8777,-87.636669
BATTERY,STREET,true,false,41.828679,-87.613879
BATTERY,STREET,false,true,41.661172,-87.640157
'CRIMINAL DAMAGE',RESIDENCE,false,false,41.82032,-87.611225
BATTERY,'CHA APARTMENT',false,false,41.65516,-87.594883
'CRIMINAL TRESPASS','CONVENIENCE STORE',true,false,41.758215,-87.624119
THEFT,'SMALL RETAIL STORE',false,false,41.956962,-87.66385
THEFT,'CONVENIENCE STORE',false,false,41.961628,-87.666419
'WEAPONS VIOLATION',STREET,true,false,41.862973,-87.704777
'CRIMINAL DAMAGE',APARTMENT,false,false,41.905573,-87.638419
'CRIMINAL TRESPASS','BAR OR TAVERN',false,false,41.968195,-87.732043
'MOTOR VEHICLE THEFT',STREET,false,false,41.865572,-87.766032
BATTERY,RESIDENCE,true,true,41.69308,-87.688581
'DECEPTIVE PRACTICE','DEPARTMENT STORE',false,false,41.881718,-87.62776
THEFT,STREET,false,false,41.931447,-87.638995
THEFT,STREET,false,false,41.934486,-87.652104
BATTERY,RESIDENCE,false,true,41.709709,-87.652637
ASSAULT,RESIDENCE,false,true,41.685228,-87.630479
'PUBLIC PEACE VIOLATION','CTA TRAIN',true,false,41.929386,-87.707892
BATTERY,RESIDENCE,false,true,41.677337,-87.628643
'CRIMINAL TRESPASS',RESIDENCE,false,false,41.697573,-87.61472
THEFT,'CTA TRAIN',false,false,41.821537,-87.621543
'INTERFERENCE WITH PUBLIC OFFICER',STREET,true,false,41.68518,-87.624117
'MOTOR VEHICLE THEFT',STREET,false,false,41.800081,-87.695196
BATTERY,APARTMENT,true,true,41.774208,-87.602141
ROBBERY,RESTAURANT,false,false,41.749586,-87.682834
ROBBERY,STREET,false,false,41.882382,-87.681551
ASSAULT,'AIRPORT TERMINAL LOWER LEVEL - SECURE AREA',false,false,41.788987,-87.74148
THEFT,APARTMENT,false,false,41.844144,-87.732377
BATTERY,STREET,false,false,41.727236,-87.587918
'CRIMINAL DAMAGE',STREET,false,false,41.899087,-87.770408
THEFT,APARTMENT,false,false,41.859976,-87.716454
ROBBERY,SIDEWALK,false,false,41.994168,-87.685367
NARCOTICS,SIDEWALK,true,false,41.901862,-87.726278
BATTERY,APARTMENT,false,true,41.974044,-87.657754
THEFT,STREET,false,false,41.902535,-87.734853
THEFT,RESIDENCE,false,false,41.931518,-87.747863
ROBBERY,'CTA STATION',true,false,41.85268,-87.632007
THEFT,'GROCERY FOOD STORE',false,false,41.881135,-87.647339
THEFT,STREET,false,false,41.904505,-87.640591
ASSAULT,APARTMENT,false,false,41.7508,-87.602744
BATTERY,RESIDENCE,false,true,41.748523,-87.664086
'OTHER OFFENSE',SIDEWALK,true,false,41.8662,-87.723168
BURGLARY,'RESIDENTIAL YARD (FRONT/BACK)',false,false,41.940573,-87.753059
BURGLARY,RESIDENCE-GARAGE,false,false,41.940542,-87.755536
NARCOTICS,RESIDENCE,true,false,41.784308,-87.650976
THEFT,RESTAURANT,false,false,41.865574,-87.765908
'CRIMINAL TRESPASS','SMALL RETAIL STORE',true,false,41.721194,-87.663966
'WEAPONS VIOLATION',STREET,true,false,41.774108,-87.59293
ASSAULT,APARTMENT,true,false,41.77731,-87.640803
'DECEPTIVE PRACTICE','RESIDENCE PORCH/HALLWAY',false,false,41.993571,-87.679907
BATTERY,ALLEY,false,false,41.827239,-87.700258
ROBBERY,RESIDENCE,false,false,41.765877,-87.684499
'OTHER OFFENSE',STREET,false,true,41.917798,-87.74746
BATTERY,RESIDENCE,true,true,41.682624,-87.646937
THEFT,'VEHICLE NON-COMMERCIAL',false,false,41.860725,-87.695736
'CRIMINAL DAMAGE','PARKING LOT/GARAGE(NON.RESID.)',false,false,41.68111,-87.642018
'WEAPONS VIOLATION',ALLEY,true,false,41.870768,-87.721432
BATTERY,APARTMENT,false,true,41.752691,-87.57601
'MOTOR VEHICLE THEFT',STREET,false,false,41.9455,-87.663974
'CRIMINAL DAMAGE',APARTMENT,false,false,41.859976,-87.716454
ROBBERY,STREET,false,false,41.883946,-87.682464
